Kampus,Nama_Tempat,Kategori_Awal,Kategori_Google,Rating,Total_Reviews,Latitude,Longitude,Google_Maps_Link,Tags,Kategori_Popularitas,Skor_Kepercayaan,Jarak_KM,Kategori_Jarak
UNIVERSITAS MULTI DATA PALEMBANG,SMK PGRI 1 Palembang A,Perhentian Bus,Perhentian bus,0,0,-2.98688,104.72311,https://www.google.com/maps/place/SMK+PGRI+1+Palembang+A/data=!4m7!3m6!1s0x2e3b758dfdb35547:0x3fa8b8afacbb1d52!8m2!3d-2.98688!4d104.72311!16s%2Fg%2F11w83dfp9p!19sChIJR1Wz_Y11Oy4RUh27rK-4qD8?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,4.78,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Kusuma Bangsa A,Perhentian Bus,Perhentian bus,0,0,-2.9490299,104.7776565,https://www.google.com/maps/place/Kusuma+Bangsa+A/data=!4m7!3m6!1s0x2e3b76f2fb2f815f:0xc7bfc4f71543a1b7!8m2!3d-2.9490299!4d104.7776565!16s%2Fg%2F11b7qb2g2t!19sChIJX4Ev-_J2Oy4Rt6FDFffEv8c?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,3.13,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Kemang Manis B,Perhentian Bus,Perhentian bus,0,0,-2.98944,104.73778,https://www.google.com/maps/place/Kemang+Manis+B/data=!4m7!3m6!1s0x2e3b75f0e38b99af:0xc460f25bdba503e!8m2!3d-2.98944!4d104.73778!16s%2Fg%2F11b77kb7vt!19sChIJr5mL4_B1Oy4RPlC6vSUPRgw?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,3.4,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte PLN B,Perhentian Bus,Perhentian bus,0,0,-3.0110327,104.7763443,https://www.google.com/maps/place/Halte+PLN+B/data=!4m7!3m6!1s0x2e3b9d94c3d739d1:0x3239630b53810c52!8m2!3d-3.0110327!4d104.7763443!16s%2Fg%2F11b7l6ddlv!19sChIJ0TnXw5SdOy4RUgyBUwtjOTI?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,4.37,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte Trans Migrasi,Perhentian Bus,Perhentian bus,0,0,-2.99469,104.7793959,https://www.google.com/maps/place/Halte+Trans+Migrasi/data=!4m7!3m6!1s0x545043f734f3aeb:0xb87da299d1ce95e7!8m2!3d-2.99469!4d104.7793959!16s%2Fg%2F11b7hjx39v!19sChIJ6zpPcz8ERQUR55XO0Zmifbg?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,2.89,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Mandira Erajasa Wahana. PT (Aerotrans),Perhentian Bus,Perhentian bus,0,0,-2.977585,104.749144,https://www.google.com/maps/place/Mandira+Erajasa+Wahana.+PT+%28Aerotrans%29/data=!4m7!3m6!1s0x2e3b75e08aa39cb5:0x7e6d55aa89ef7852!8m2!3d-2.977585!4d104.749144!16s%2Fg%2F1ptyqp86m!19sChIJtZyjiuB1Oy4RUnjviapVbX4?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,1.71,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,SMK PGRI 1 Palembang B,Perhentian Bus,Perhentian bus,0,0,-2.98699,104.72294,https://www.google.com/maps/place/SMK+PGRI+1+Palembang+B/data=!4m7!3m6!1s0x2e3b758dfd63b48b:0xbcb9f0688d2a2581!8m2!3d-2.98699!4d104.72294!16s%2Fg%2F11ln34lccg!19sChIJi7Rj_Y11Oy4RgSUqjWjwubw?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,4.8,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Lr. Abadi / Puskesmas Plaju,Perhentian Bus,Perhentian bus,0,0,-2.995609,104.813734,https://www.google.com/maps/place/Lr.+Abadi+%2F+Puskesmas+Plaju/data=!4m7!3m6!1s0x2e3b9d62649f8487:0xf6426ea8f0eb74f9!8m2!3d-2.995609!4d104.813734!16s%2Fg%2F11b7kzw8xh!19sChIJh4SfZGKdOy4R-XTr8KhuQvY?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,6.03,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Asrama Haji A,Perhentian Bus,Perhentian bus,0,0,-2.91708,104.71221,https://www.google.com/maps/place/Asrama+Haji+A/data=!4m7!3m6!1s0x2e3b73873b24e66d:0x8acafe26352de475!8m2!3d-2.91708!4d104.71221!16s%2Fg%2F11f5f___g3!19sChIJbeYkO4dzOy4RdeQtNSb-yoo?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,8.53,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte Kenten Permai,Perhentian Bus,Perhentian bus,0,0,-2.940603,104.767417,https://www.google.com/maps/place/Halte+Kenten+Permai/data=!4m7!3m6!1s0x5450556fa999f01:0xb9335476dbafb4a8!8m2!3d-2.940603!4d104.767417!16s%2Fg%2F11b7gt0gyr!19sChIJAZ-Z-lYFRQURqLSv23ZUM7k?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,3.7,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte Polygon,Perhentian Bus,Perhentian bus,0,0,-3.007854,104.722681,https://www.google.com/maps/place/Halte+Polygon/data=!4m7!3m6!1s0x5450404ade41337:0x51b2cc71539080ad!8m2!3d-3.007854!4d104.722681!16s%2Fg%2F11b7ft_d3k!19sChIJNxPkrQQERQURrYCQU3HMslE?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,5.96,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,SMA Negeri 22 Palembang,Perhentian Bus,Perhentian bus,0,0,-2.93739,104.69014,https://www.google.com/maps/place/SMA+Negeri+22+Palembang/data=!4m7!3m6!1s0x2e3b749322c9723d:0x33d61514969c8314!8m2!3d-2.93739!4d104.69014!16s%2Fg%2F11styf6vk1!19sChIJPXLJIpN0Oy4RFIOclhQV1jM?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,9.15,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Komplek Kedamaian,Perhentian Bus,Perhentian bus,0,0,-2.9491702,104.774855,https://www.google.com/maps/place/Komplek+Kedamaian/data=!4m7!3m6!1s0x2e3b768d24dd5c19:0x157442d48f430a07!8m2!3d-2.9491702!4d104.774855!16s%2Fg%2F11b7q8j5w6!19sChIJGVzdJI12Oy4RBwpDj9RCdBU?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,2.98,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Perumahan Spring Hill,Perhentian Bus,Perhentian bus,0,0,-2.93553,104.69204,https://www.google.com/maps/place/Perumahan+Spring+Hill/data=!4m7!3m6!1s0x2e3b74925ced389d:0x374a2c0ffe576b10!8m2!3d-2.93553!4d104.69204!16s%2Fg%2F11tdmm6g5m!19sChIJnTjtXJJ0Oy4REGtX_g8sSjc?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,9.05,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Feeder LRT,Perhentian Bus,Layanan Transportasi,0,0,-2.91835,104.7686867,https://www.google.com/maps/place/Feeder+LRT/data=!4m7!3m6!1s0x2e3b77f8cfd57a9d:0x39c10ebc230758f5!8m2!3d-2.91835!4d104.7686867!16s%2Fg%2F11t736gw2c!19sChIJnXrVz_h3Oy4R9VgHI7wOwTk?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv layanan transportasi,Sepi,4.15,6.18,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte Tugu KB B,Perhentian Bus,Perhentian bus,0,0,-3.00322,104.76419,https://www.google.com/maps/place/Halte+Tugu+KB+B/data=!4m7!3m6!1s0x5450410a7af456d:0xec505fa7974147e7!8m2!3d-3.00322!4d104.76419!16s%2Fg%2F11b7grbkqn!19sChIJbUWvpxAERQUR50dBl6dfUOw?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,3.28,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte Polygon B,Perhentian Bus,Perhentian bus,0,0,-3.0059845,104.7220546,https://www.google.com/maps/place/Halte+Polygon+B/data=!4m7!3m6!1s0x545041b1ef58205:0x65bd33a77a6e8361!8m2!3d-3.0059845!4d104.7220546!16s%2Fg%2F11b7fwfq60!19sChIJBYL1HhsERQURYYNueqczvWU?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,5.88,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,PO. Adhi Prima KM.12,Perhentian Bus,Kantor Perusahaan,0,0,-2.9130201,104.6878957,https://www.google.com/maps/place/PO.+Adhi+Prima+KM.12/data=!4m7!3m6!1s0x2e3b73ef39b77c15:0x4b4ae8dfa053682d!8m2!3d-2.9130201!4d104.6878957!16s%2Fg%2F11j98kc_q5!19sChIJFXy3Oe9zOy4RLWhToN_oSks?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv kantor perusahaan,Sepi,4.15,10.82,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Lapas Perempuan Palembang,Perhentian Bus,Perhentian bus,0,0,-2.98879,104.75915,https://www.google.com/maps/place/Lapas+Perempuan+Palembang/data=!4m7!3m6!1s0x2e3b76043692cdf3:0x19df4f01aac42324!8m2!3d-2.98879!4d104.75915!16s%2Fg%2F11kpg5vt6k!19sChIJ882SNgR2Oy4RJCPEqgFP3xk?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,1.76,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte Jerambah Karang B,Perhentian Bus,Perhentian bus,0,0,-2.9913566,104.7540975,https://www.google.com/maps/place/Halte+Jerambah+Karang+B/data=!4m7!3m6!1s0x2e3b7600ceffd9dd:0x337edde28147598b!8m2!3d-2.9913566!4d104.7540975!16s%2Fg%2F11b76h713w!19sChIJ3dn_zgB2Oy4Ri1lHgeLdfjM?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,2.25,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte SIMP.SMA 10 A,Perhentian Bus,Perhentian bus,0,0,-2.99092,104.7264479,https://www.google.com/maps/place/Halte+SIMP.SMA+10+A/data=!4m7!3m6!1s0x2e3b758c84923549:0xb7f2decab0983c3e!8m2!3d-2.99092!4d104.7264479!16s%2Fg%2F11b7c1cbzz!19sChIJSTWShIx1Oy4RPjyYsMre8rc?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,4.59,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Stasiun LRT Asrama Haji A UP,Perhentian Bus,Perhentian bus,0,0,-2.91942,104.7114,https://www.google.com/maps/place/Stasiun+LRT+Asrama+Haji+A+UP/data=!4m7!3m6!1s0x2e3b7478ad7d3359:0xdfd5ce3952e6d5d!8m2!3d-2.91942!4d104.7114!16s%2Fg%2F11sj7r0tjn!19sChIJWTN9rXh0Oy4RXW0uleNc_Q0?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,8.4,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Kantor OS A,Perhentian Bus,Perhentian bus,0,0,-2.99589,104.81875,https://www.google.com/maps/place/Kantor+OS+A/data=!4m7!3m6!1s0x2e3b9d61cb8af83d:0x830f07938233aa99!8m2!3d-2.99589!4d104.81875!16s%2Fg%2F11b7qb1nb9!19sChIJPfiKy2GdOy4RmaozgpMHD4M?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,6.56,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,SMP Muhammadiyah 10 A,Perhentian Bus,Perhentian bus,0,0,-2.95854,104.736963,https://www.google.com/maps/place/SMP+Muhammadiyah+10+A/data=!4m7!3m6!1s0x2e3b75ccfa50474d:0xebd3abdff4bf5cc9!8m2!3d-2.95854!4d104.736963!16s%2Fg%2F11b7720l6w!19sChIJTUdQ-sx1Oy4RyVy_9N-r0-s?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,3.45,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,DJKA Palembang,Perhentian Bus,Perhentian trem,0,0,-3.031452,104.79033,https://www.google.com/maps/place/DJKA+Palembang/data=!4m7!3m6!1s0x2e3b9dac543220ad:0x7d03a2f08cac689a!8m2!3d-3.031452!4d104.79033!16s%2Fg%2F11f8p2t_fz!19sChIJrSAyVKydOy4RmmisjPCiA30?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian trem,Sepi,4.15,7.05,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Halte Kantor Camat Plaju,Perhentian Bus,Perhentian bus,0,0,-2.995041,104.8196019,https://www.google.com/maps/place/Halte+Kantor+Camat+Plaju/data=!4m7!3m6!1s0x2e3b9d6029654a2d:0x1265d388e89a426c!8m2!3d-2.995041!4d104.8196019!16s%2Fg%2F11b7q9040q!19sChIJLUplKWCdOy4RbEKa6IjTZRI?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,6.61,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Bumi Sriwijaya,Perhentian Bus,Perhentian trem,0,0,-2.9769918,104.7450524,https://www.google.com/maps/place/Bumi+Sriwijaya/data=!4m7!3m6!1s0x2e3b75e75b523877:0xbc4ade91abeb9124!8m2!3d-2.9769918!4d104.7450524!16s%2Fg%2F11g1pmvvs2!19sChIJdzhSW-d1Oy4RJJHrq5HeSrw?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian trem,Sepi,4.15,2.14,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Stasiun Kertapati,Perhentian Bus,Stasiun Kereta,0,0,-3.0166041,104.7516018,https://www.google.com/maps/place/Stasiun+Kertapati/data=!4m7!3m6!1s0x2e3b9e75788c07ed:0x729d13b5a7a44b0a!8m2!3d-3.0166041!4d104.7516018!16s%2Fg%2F123656p0!19sChIJ7QeMeHWeOy4RCkukp7UTnXI?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv stasiun kereta,Sepi,4.15,4.97,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Perpustakaan Daerah A,Perhentian Bus,Perhentian bus,0,0,-2.97633,104.72573,https://www.google.com/maps/place/Perpustakaan+Daerah+A/data=!4m7!3m6!1s0x2e3b75be2ce5df13:0x656d0577108f1f41!8m2!3d-2.97633!4d104.72573!16s%2Fg%2F11td9t4nc7!19sChIJE9_lLL51Oy4RQR-PEHcFbWU?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,4.26,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Citra Grand City B,Perhentian Bus,Perhentian bus,0,0,-2.92989,104.68439,https://www.google.com/maps/place/Citra+Grand+City+B/data=!4m7!3m6!1s0x2e3b749799b518ff:0xfedb8759c15ad647!8m2!3d-2.92989!4d104.68439!16s%2Fg%2F11bydn57z1!19sChIJ_xi1mZd0Oy4RR9ZawVmH2_4?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,10.1,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Kerajinan Karet,Perhentian Bus,Perhentian bus,0,0,-2.9108,104.71454,https://www.google.com/maps/place/Kerajinan+Karet/data=!4m7!3m6!1s0x5451046e51a81bd:0xb5550ce02d8dc6f8!8m2!3d-2.9108!4d104.71454!16s%2Fg%2F11b7d_ygtb!19sChIJvYEa5UYQRQUR-MaNLeAMVbU?authuser=0&hl=id&rclk=1,universitas multi data palembang perhentian bus csv perhentian bus,Sepi,4.15,8.9,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Palembang Icon Mall,Pizza,Pusat Perbelanjaan,4.6,17490,-2.9781509,104.7452056,https://www.google.com/maps/place/Palembang+Icon+Mall/data=!4m7!3m6!1s0x2e3b75e6d62d790f:0x4f51deef4db78c49!8m2!3d-2.9781509!4d104.7452056!16s%2Fg%2F11fy9pm6cx!19sChIJD3kt1uZ1Oy4RSYy3Te_eUU8?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pusat perbelanjaan,Sangat Populer,4.6,2.15,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,The Arista Hotel Palembang,Pizza,Hotel bintang 5,4.7,6141,-2.9778309,104.746474,https://www.google.com/maps/place/The+Arista+Hotel+Palembang/data=!4m10!3m9!1s0x2e3b75e0cafeb8ef:0x1fa0a148089dd2c9!5m2!4m1!1i2!8m2!3d-2.9778309!4d104.746474!16s%2Fg%2F1hdyy4nnd!19sChIJ77j-yuB1Oy4RydKdCEihoB8?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv hotel bintang 5,Sangat Populer,4.7,2,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Butcher Steak,Pizza,Steak,4.9,4413,-2.9565494,104.7700071,https://www.google.com/maps/place/Butcher+Steak/data=!4m7!3m6!1s0x2e3b768a06d7aa25:0x47f7e67d02e5e50e!8m2!3d-2.9565494!4d104.7700071!16s%2Fg%2F11g8wh6kmg!19sChIJJarXBop2Oy4RDuXlAn3m90c?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv steak,Sangat Populer,4.9,2.02,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pizza Hut Restoran,Pizza,Pizza,4.7,3205,-2.9644273,104.7449338,https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e3b7597761e72c3:0x6f314b9f658747d7!8m2!3d-2.9644273!4d104.7449338!16s%2Fg%2F11l_g9kcw3!19sChIJw3Iedpd1Oy4R10eHZZ9LMW8?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Sangat Populer,4.7,2.36,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pizza Hut Restoran,Pizza,Pizza,4.7,2234,-2.9825537,104.7240692,https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e3b7538abf27957:0x20e4de0e435b6f4e!8m2!3d-2.9825537!4d104.7240692!16s%2Fg%2F11h5667npg!19sChIJV3nyqzh1Oy4RTm9bQw7e5CA?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Sangat Populer,4.7,4.55,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,La Vita Bella,Pizza,Sesuai untuk keluarga,4.9,1663,-2.9691687,104.7694491,https://www.google.com/maps/place/La+Vita+Bella/data=!4m7!3m6!1s0x2e3b77c1397683ab:0xfc34751a4a550c23!8m2!3d-2.9691687!4d104.7694491!16s%2Fg%2F11l6xnddhs!19sChIJq4N2OcF3Oy4RIwxVShp1NPw?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv sesuai untuk keluarga,Sangat Populer,4.89,0.78,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pizza Hut Delivery - PHD Indonesia,Pizza,Stan Pizza,4.6,1531,-2.9497302,104.7327588,https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e3b74371f1f1805:0xae37d15ad81ab86f!8m2!3d-2.9497302!4d104.7327588!16s%2Fg%2F11f50t2p1q!19sChIJBRgfHzd0Oy4Rb7ga2FrRN64?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv stan pizza,Sangat Populer,4.59,4.38,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pancious,Pizza,Masakan Barat,4.6,1148,-2.9754373,104.7666423,https://www.google.com/maps/place/Pancious/data=!4m7!3m6!1s0x2e3b766cd854819d:0x922d27bb44796b2a!8m2!3d-2.9754373!4d104.7666423!16s%2Fg%2F11c2j4904c!19sChIJnYFU2Gx2Oy4RKmt5RLsnLZI?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv masakan barat,Sangat Populer,4.59,0.35,Jalan Kaki
UNIVERSITAS MULTI DATA PALEMBANG,Pizza Hut Restoran - Palembang Icon Mall,Pizza,Pizza,4.5,971,-2.9790512,104.7454746,https://www.google.com/maps/place/Pizza+Hut+Restoran+-+Palembang+Icon+Mall/data=!4m7!3m6!1s0x2e3b75e72c07839f:0x613b58e79a5a12ce!8m2!3d-2.9790512!4d104.7454746!16s%2Fg%2F11b7qb6gd0!19sChIJn4MHLOd1Oy4RzhJamudYO2E?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Sangat Populer,4.49,2.15,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pizza Hut Delivery - PHD Indonesia,Pizza,Stan Pizza,4.7,966,-2.9962121,104.775517,https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e3b9d8ab376bc33:0x2c612ae2fd14442e!8m2!3d-2.9962121!4d104.775517!16s%2Fg%2F11f5psdg49!19sChIJM7x2s4qdOy4RLkQU_eIqYSw?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv stan pizza,Sangat Populer,4.69,2.81,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pizza Hut Delivery - PHD Indonesia,Pizza,Stan Pizza,4.7,692,-2.96978,104.7548069,https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e3b7758e89e1b13:0x7937206a215f2a38!8m2!3d-2.96978!4d104.7548069!16s%2Fg%2F11gvfdk0l9!19sChIJExue6Fh3Oy4ROCpfIWogN3k?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv stan pizza,Sangat Populer,4.68,1.11,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Domino's Pizza,Pizza,Pizza,4.5,578,-2.9262046,104.7137016,https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x2e3b75a6af34619f:0xdf24a09df7651b3f!8m2!3d-2.9262046!4d104.7137016!16s%2Fg%2F11sgkft32x!19sChIJn2E0r6Z1Oy4RPxtl952gJN8?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Sangat Populer,4.49,7.69,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pizza Hut Delivery - PHD Indonesia,Pizza,Stan Pizza,4.6,376,-2.9479229,104.7852332,https://www.google.com/maps/place/Pizza+Hut+Delivery+-+PHD+Indonesia/data=!4m7!3m6!1s0x2e3b770abc7d2745:0x7ed09748f8420f9f!8m2!3d-2.9479229!4d104.7852332!16s%2Fg%2F11glfgqb8l!19sChIJRSd9vAp3Oy4Rnw9C-EiX0H4?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv stan pizza,Sangat Populer,4.58,3.71,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Domino's Pizza,Pizza,Pizza,4.6,353,-2.9918146,104.7843623,https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x2e3b77915d7568f1:0xe9eea5568c6d696d!8m2!3d-2.9918146!4d104.7843623!16s%2Fg%2F11p5t08skt!19sChIJ8Wh1XZF3Oy4RbWltjFal7uk?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Sangat Populer,4.58,3.02,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,DIM SUM INN,Pizza,Dim Sum,4.6,235,-2.9753171,104.7663841,https://www.google.com/maps/place/DIM+SUM+INN/data=!4m7!3m6!1s0x2e3b766d2ff8da81:0x60d33633691251f0!8m2!3d-2.9753171!4d104.7663841!16s%2Fg%2F11hd7djnlz!19sChIJgdr4L212Oy4R8FESaTM202A?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv dim sum,Lumayan Ramai,4.56,0.32,Jalan Kaki
UNIVERSITAS MULTI DATA PALEMBANG,LN Fortunate Coffee,Pizza,Vegetarian,4.8,219,-2.949918,104.779953,https://www.google.com/maps/place/LN+Fortunate+Coffee/data=!4m7!3m6!1s0x2e3b76f3c9786403:0x202212c4aae3d204!8m2!3d-2.949918!4d104.779953!16s%2Fg%2F11csrqqj0r!19sChIJA2R4yfN2Oy4RBNLjqsQSIiA?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv vegetarian,Lumayan Ramai,4.75,3.18,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Domino's Pizza,Pizza,Pizza,4.5,218,-2.9423769,104.7674372,https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x2e3b77c77257889d:0x404c4aa9e3f2b5e0!8m2!3d-2.9423769!4d104.7674372!16s%2Fg%2F11rj_m5qwy!19sChIJnYhXcsd3Oy4R4LXy46lKTEA?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Lumayan Ramai,4.47,3.5,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Domino's Pizza,Pizza,Pizza,4.2,160,-2.9806279,104.7644871,https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x2e3b772b6cfc6681:0x5f0f8a931d9da4f3!8m2!3d-2.9806279!4d104.7644871!16s%2Fg%2F11ptr802rr!19sChIJgWb8bCt3Oy4R86SdHZOKD18?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Lumayan Ramai,4.19,0.77,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pizza Rakyat Simpang Lima,Pizza,Pizza,4.4,101,-2.9439851,104.7481342,https://www.google.com/maps/place/Pizza+Rakyat+Simpang+Lima/data=!4m7!3m6!1s0x2e3b74240f30a381:0xfc63f5baca061888!8m2!3d-2.9439851!4d104.7481342!16s%2Fg%2F11c58n3wkm!19sChIJgaMwDyR0Oy4RiBgGyrr1Y_w?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Lumayan Ramai,4.36,3.75,Perlu Motor
UNIVERSITAS MULTI DATA PALEMBANG,Pizzeria Pizza Palembang,Pizza,Pizza,4.6,76,-2.9756036,104.7660342,https://www.google.com/maps/place/Pizzeria+Pizza+Palembang/data=!4m7!3m6!1s0x2e3b77233e5da053:0x8055258a0b38e5e7!8m2!3d-2.9756036!4d104.7660342!16s%2Fg%2F11f61ss7v7!19sChIJU6BdPiN3Oy4R5-U4C4olVYA?authuser=0&hl=id&rclk=1,universitas multi data palembang pizza csv pizza,Lumayan Ramai,4.51,0.31,Jalan Kaki
