Kampus,Nama_Tempat,Kategori_Awal,Kategori_Google,Rating,Total_Reviews,Latitude,Longitude,Google_Maps_Link,Tags,Kategori_Popularitas,Skor_Kepercayaan,Jarak_KM,Kategori_Jarak
Universitas Airlangga - B,RSUD Dr. Soetomo,Apotek,Rumah Sakit Pemerintah,4.1,5881,-7.2682064,112.7580663,https://www.google.com/maps/place/RSUD+Dr.+Soetomo/data=!4m7!3m6!1s0x2dd7fbd512bf64af:0xc44b2981f167bffe!8m2!3d-7.2682064!4d112.7580663!16s%2Fg%2F12dpwtj29!19sChIJr2S_EtX71y0R_r9n8YEpS8Q?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek rumah sakit pemerintah,Sangat Populer,4.1,0.42,Jalan Kaki
Universitas Airlangga - B,Apotek Kimia Farma Raya Darmo 25,Apotek,Apotek,4.5,1200,-7.2776835,112.7409032,https://www.google.com/maps/place/Apotek+Kimia+Farma+Raya+Darmo+25/data=!4m7!3m6!1s0x2dd7fbc1ee758d23:0x20df529a0bd26630!8m2!3d-7.2776835!4d112.7409032!16s%2Fg%2F1hm5bxr2w!19sChIJI4117sH71y0RMGbSC5pS3yA?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sangat Populer,4.49,2.11,Perlu Motor
Universitas Airlangga - B,Apotek Kimia Farma - Dharmawangsa,Apotek,Apotek,4.5,765,-7.26957,112.756204,https://www.google.com/maps/place/Apotek+Kimia+Farma+-+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fbd166814ff7:0x9b74796d21757efa!8m2!3d-7.26957!4d112.756204!16s%2Fg%2F1tlr2nbx!19sChIJ90-BZtH71y0R-n51IW15dJs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sangat Populer,4.49,0.41,Jalan Kaki
Universitas Airlangga - B,Apotek K-24 Dharmahusada Surabaya,Apotek,Apotek,4.8,677,-7.2663478,112.7664319,https://www.google.com/maps/place/Apotek+K-24+Dharmahusada+Surabaya/data=!4m7!3m6!1s0x2dd7fa2a125d3cf5:0xefc9f65955981bdd!8m2!3d-7.2663478!4d112.7664319!16s%2Fg%2F1xb0n84w!19sChIJ9TxdEir61y0R3RuYVVn2ye8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sangat Populer,4.78,1.02,Perlu Motor
Universitas Airlangga - B,Apotek Kimia Farma Kapuas,Apotek,Apotek,4.7,649,-7.288561,112.738871,https://www.google.com/maps/place/Apotek+Kimia+Farma+Kapuas/data=!4m7!3m6!1s0x2dd7fbbfe32f5135:0x2b042fb1c2b4bf2a!8m2!3d-7.288561!4d112.738871!16s%2Fg%2F1tgqfv42!19sChIJNVEv47_71y0RKr-0wrEvBCs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sangat Populer,4.68,2.9,Perlu Motor
Universitas Airlangga - B,Klinik & Laboratorium Parahita Dharmawangsa,Apotek,Laboratorium Medis,4.6,391,-7.2713457,112.7563164,https://www.google.com/maps/place/Klinik+%26+Laboratorium+Parahita+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fbd14d76f9d5:0x7145941492e8b626!8m2!3d-7.2713457!4d112.7563164!16s%2Fg%2F1tg2gsvn!19sChIJ1fl2TdH71y0RJrbokhSURXE?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek laboratorium medis,Sangat Populer,4.58,0.31,Jalan Kaki
Universitas Airlangga - B,Apotek K-24 Kapas Krampung Surabaya,Apotek,Apotek,4.4,355,-7.2507315,112.7657855,https://www.google.com/maps/place/Apotek+K-24+Kapas+Krampung+Surabaya/data=!4m7!3m6!1s0x2dd7f975ecc08025:0x1bd5ee01ed229056!8m2!3d-7.2507315!4d112.7657855!16s%2Fg%2F1tgdwr8v!19sChIJJYDA7HX51y0RVpAi7QHu1Rs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sangat Populer,4.39,2.46,Perlu Motor
Universitas Airlangga - B,Apotek Libra I,Apotek,Apotek,4.1,341,-7.289319,112.7772145,https://www.google.com/maps/place/Apotek+Libra+I/data=!4m7!3m6!1s0x2dd7fa4665204af5:0xe19ae7724f425b35!8m2!3d-7.289319!4d112.7772145!16s%2Fg%2F1hm3f3tc8!19sChIJ9UogZUb61y0RNVtCT3LnmuE?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sangat Populer,4.1,2.79,Perlu Motor
Universitas Airlangga - B,Graha Amerta RSUD Dr Soetomo,Apotek,Rumah Sakit,3.5,313,-7.2700186,112.756852,https://www.google.com/maps/place/Graha+Amerta+RSUD+Dr+Soetomo/data=!4m7!3m6!1s0x2dd7fbd37988817d:0xd46b4ee25aac29ec!8m2!3d-7.2700186!4d112.756852!16s%2Fg%2F11fslrrvlx!19sChIJfYGIedP71y0R7CmsWuJOa9Q?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek rumah sakit,Sangat Populer,3.54,0.32,Jalan Kaki
Universitas Airlangga - B,Instalasi Rawat Jalan RS. DR. Soetomo,Apotek,Rumah Sakit,4.3,313,-7.2668651,112.7568339,https://www.google.com/maps/place/Instalasi+Rawat+Jalan+RS.+DR.+Soetomo/data=!4m7!3m6!1s0x2dd7fbd607d81cf1:0xe907b7b1716cd424!8m2!3d-7.2668651!4d112.7568339!16s%2Fg%2F11fy4v6m6b!19sChIJ8RzYB9b71y0RJNRscbG3B-k?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek rumah sakit,Sangat Populer,4.29,0.61,Perlu Motor
Universitas Airlangga - B,Pusat Layanan Kesehatan - Kampus B UNAIR,Apotek,Klinik Medis,4.4,283,-7.270847,112.7566282,https://www.google.com/maps/place/Pusat+Layanan+Kesehatan+-+Kampus+B+UNAIR/data=!4m7!3m6!1s0x2dd7fbd6a9614adb:0xcfe16954a32695ff!8m2!3d-7.270847!4d112.7566282!16s%2Fg%2F11b6tzh22p!19sChIJ20phqdb71y0R_5Umo1Rp4c8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek klinik medis,Lumayan Ramai,4.38,0.29,Jalan Kaki
Universitas Airlangga - B,Apotek K-24 Pasar Pucang,Apotek,Apotek,4.7,279,-7.2844528,112.7521736,https://www.google.com/maps/place/Apotek+K-24+Pasar+Pucang/data=!4m7!3m6!1s0x2dd7fbc892fe50df:0x52852d4b5270470f!8m2!3d-7.2844528!4d112.7521736!16s%2Fg%2F1tdhpqy6!19sChIJ31D-ksj71y0RD0dwUksthVI?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.66,1.59,Perlu Motor
Universitas Airlangga - B,Apotek K-24 Kedungsari Surabaya,Apotek,Apotek,4.3,261,-7.268137,112.7347552,https://www.google.com/maps/place/Apotek+K-24+Kedungsari+Surabaya/data=!4m7!3m6!1s0x2dd7f958ada7c1d1:0x2dc0b83eba7a2f91!8m2!3d-7.268137!4d112.7347552!16s%2Fg%2F1ttl0wqc!19sChIJ0cGnrVj51y0RkS96uj64wC0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.29,2.72,Perlu Motor
Universitas Airlangga - B,Apotek K-24 Jojoran Surabaya,Apotek,Apotek,4.8,246,-7.2758095,112.7621141,https://www.google.com/maps/place/Apotek+K-24+Jojoran+Surabaya/data=!4m7!3m6!1s0x2dd7fbd2a86017bf:0x6049cfa50bd9665f!8m2!3d-7.2758095!4d112.7621141!16s%2Fg%2F11fz9wy8b5!19sChIJvxdgqNL71y0RX2bZC6XPSWA?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.75,0.55,Perlu Motor
Universitas Airlangga - B,Apotek Kimia Farma - Ngagel Jaya Selatan,Apotek,Apotek,4.6,217,-7.293473,112.756899,https://www.google.com/maps/place/Apotek+Kimia+Farma+-+Ngagel+Jaya+Selatan/data=!4m7!3m6!1s0x2dd7fbb173f6309d:0x47b10e1578faab81!8m2!3d-7.293473!4d112.756899!16s%2Fg%2F1tr6cmj8!19sChIJnTD2c7H71y0Rgav6eBUOsUc?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.56,2.42,Perlu Motor
Universitas Airlangga - B,Apotek Rejeki,Apotek,Apotek,3.8,215,-7.284442,112.751662,https://www.google.com/maps/place/Apotek+Rejeki/data=!4m7!3m6!1s0x2dd7fbc864993931:0x38852bb1bd10ce44!8m2!3d-7.284442!4d112.751662!16s%2Fg%2F1hm2l83lt!19sChIJMTmZZMj71y0RRM4QvbErhTg?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,3.83,1.62,Perlu Motor
Universitas Airlangga - B,Apotek Kimia Farma Kusuma Bangsa,Apotek,Apotek,4.8,209,-7.255286,112.750117,https://www.google.com/maps/place/Apotek+Kimia+Farma+Kusuma+Bangsa/data=!4m7!3m6!1s0x2dd7f96551534f89:0x7cf6452bcaee7a75!8m2!3d-7.255286!4d112.750117!16s%2Fg%2F11fxvkypbw!19sChIJiU9TUWX51y0RdXruyitF9nw?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.74,2.09,Perlu Motor
Universitas Airlangga - B,Viva Apotek Kalidami,Apotek,Apotek,4.9,201,-7.2751384,112.7644523,https://www.google.com/maps/place/Viva+Apotek+Kalidami/data=!4m7!3m6!1s0x2dd7fa2d44151a87:0x8d36bb8285d20551!8m2!3d-7.2751384!4d112.7644523!16s%2Fg%2F1pzyfxh41!19sChIJhxoVRC361y0RUQXShYK7No0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.83,0.69,Perlu Motor
Universitas Airlangga - B,Apotek K-24 Manyar Surabaya,Apotek,Apotek,4.6,199,-7.2948115,112.7625601,https://www.google.com/maps/place/Apotek+K-24+Manyar+Surabaya/data=!4m7!3m6!1s0x2dd7fa4ad2fe48db:0x7d32b4021b23d025!8m2!3d-7.2948115!4d112.7625601!16s%2Fg%2F1w2j4q9m!19sChIJ20j-0kr61y0RJdAjGwK0Mn0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.56,2.58,Perlu Motor
Universitas Airlangga - B,Apotek Kimia Farma Undaan,Apotek,Apotek,4.9,195,-7.2505387,112.7451431,https://www.google.com/maps/place/Apotek+Kimia+Farma+Undaan/data=!4m7!3m6!1s0x2dd7f9348154d34f:0xc40df4c7ac039b22!8m2!3d-7.2505387!4d112.7451431!16s%2Fg%2F11h35nq1fx!19sChIJT9NUgTT51y0RIpsDrMf0DcQ?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.83,2.83,Perlu Motor
Universitas Airlangga - B,Apotek Prayogi,Apotek,Apotek,3.4,177,-7.2485673,112.7479254,https://www.google.com/maps/place/Apotek+Prayogi/data=!4m7!3m6!1s0x2dd7f96cfdcae597:0xab1050644dcc7824!8m2!3d-7.2485673!4d112.7479254!16s%2Fg%2F1tmv0hx6!19sChIJl-XK_Wz51y0RJHjMTWRQEKs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,3.48,2.87,Perlu Motor
Universitas Airlangga - B,Apotek K-24 Klampis Surabaya,Apotek,Apotek,4.5,153,-7.2864404,112.776049,https://www.google.com/maps/place/Apotek+K-24+Klampis+Surabaya/data=!4m7!3m6!1s0x2dd7fa34233047b7:0xd6df0e08351036f4!8m2!3d-7.2864404!4d112.776049!16s%2Fg%2F1tf89_pg!19sChIJt0cwIzT61y0R9DYQNQgO39Y?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.46,2.48,Perlu Motor
Universitas Airlangga - B,Apotek Kimia Farma Kalibokor,Apotek,Apotek,4.6,146,-7.28728,112.7560936,https://www.google.com/maps/place/Apotek+Kimia+Farma+Kalibokor/data=!4m7!3m6!1s0x2dd7fbb6141ac6b5:0xc47af24bad64ef1e!8m2!3d-7.28728!4d112.7560936!16s%2Fg%2F11cjj4gbq_!19sChIJtcYaFLb71y0RHu9krUvyesQ?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.54,1.75,Perlu Motor
Universitas Airlangga - B,Apotek Kimia Farma Dharmahusada,Apotek,Apotek,4.8,140,-7.265743,112.765591,https://www.google.com/maps/place/Apotek+Kimia+Farma+Dharmahusada/data=!4m7!3m6!1s0x2dd7fb5895cfeab9:0xaf947d25dc3bebf1!8m2!3d-7.265743!4d112.765591!16s%2Fg%2F11h6g47qlj!19sChIJuerPlVj71y0R8es73CV9lK8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.72,0.99,Perlu Motor
Universitas Airlangga - B,VIVA Apotek Kampung Malang,Apotek,Apotek,4.7,138,-7.2753581,112.7348572,https://www.google.com/maps/place/VIVA+Apotek+Kampung+Malang/data=!4m7!3m6!1s0x2dd7fbe65dcad2af:0x2ad4c251a386757f!8m2!3d-7.2753581!4d112.7348572!16s%2Fg%2F11f_c08g_j!19sChIJr9LKXeb71y0Rf3WGo1HC1Co?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.63,2.7,Perlu Motor
Universitas Airlangga - B,Apotek Kimia Farma - Karangmenjangan,Apotek,Apotek,4.7,133,-7.2667701,112.7612228,https://www.google.com/maps/place/Apotek+Kimia+Farma+-+Karangmenjangan/data=!4m7!3m6!1s0x2dd7fbd49068b279:0x52e73b1d9ff86cb2!8m2!3d-7.2667701!4d112.7612228!16s%2Fg%2F1tm9dlhz!19sChIJebJokNT71y0Rsmz4nx0751I?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.63,0.61,Perlu Motor
Universitas Airlangga - B,Apotek 2 Oscar,Apotek,Apotek,2.6,132,-7.2700031,112.7563155,https://www.google.com/maps/place/Apotek+2+Oscar/data=!4m7!3m6!1s0x2dd7fbd698144099:0xa8e9633021b6807e!8m2!3d-7.2700031!4d112.7563155!16s%2Fg%2F1hc2d5xbv!19sChIJmUAUmNb71y0RfoC2ITBj6ag?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,2.8,0.37,Jalan Kaki
Universitas Airlangga - B,VIVA Apotek Pucang Anom,Apotek,Apotek,4.3,130,-7.2844309,112.752613,https://www.google.com/maps/place/VIVA+Apotek+Pucang+Anom/data=!4m7!3m6!1s0x2dd7fbf5c997a02b:0x85f4743228a7a308!8m2!3d-7.2844309!4d112.752613!16s%2Fg%2F11ft17vxgx!19sChIJK6CXyfX71y0RCKOnKDJ09IU?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.28,1.57,Perlu Motor
Universitas Airlangga - B,VIVA Apotek Gubeng,Apotek,Apotek,4.6,119,-7.2756451,112.7559679,https://www.google.com/maps/place/VIVA+Apotek+Gubeng/data=!4m7!3m6!1s0x2dd7fbd1c4f4e0e7:0x8ddd8e50c3de70e8!8m2!3d-7.2756451!4d112.7559679!16s%2Fg%2F11gc4brqdf!19sChIJ5-D0xNH71y0R6HDew1CO3Y0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.53,0.54,Perlu Motor
Universitas Airlangga - B,Apotek K-24 Ngagel Rejo Surabaya,Apotek,Apotek,4.3,114,-7.2973473,112.7474227,https://www.google.com/maps/place/Apotek+K-24+Ngagel+Rejo+Surabaya/data=!4m7!3m6!1s0x2dd7fba4d0cff333:0xcf870219a257049a!8m2!3d-7.2973473!4d112.7474227!16s%2Fg%2F11g7yw_kj0!19sChIJM_PP0KT71y0RmgRXohkCh88?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.28,3.11,Perlu Motor
Universitas Airlangga - B,Apotek K24 Merr Kalijudan,Apotek,Apotek,4.4,112,-7.254666,112.7821861,https://www.google.com/maps/place/Apotek+K24+Merr+Kalijudan/data=!4m7!3m6!1s0x2dd7f9927559b7ab:0xac023018ddbc47f8!8m2!3d-7.254666!4d112.7821861!16s%2Fg%2F11bw2gbvd4!19sChIJq7dZdZL51y0R-Ee83RgwAqw?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.36,3.19,Perlu Motor
Universitas Airlangga - B,Apotek Inti Farma,Apotek,Apotek,4.6,108,-7.267033,112.7691308,https://www.google.com/maps/place/Apotek+Inti+Farma/data=!4m7!3m6!1s0x2dd7fa298b629693:0xad15fa74b60db9c1!8m2!3d-7.267033!4d112.7691308!16s%2Fg%2F1hm1zx9n3!19sChIJk5Ziiyn61y0RwbkNtnT6Fa0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.53,1.23,Perlu Motor
Universitas Airlangga - B,Klinik Pratama Prameswari,Apotek,Klinik Medis,4.2,104,-7.2761786,112.7535481,https://www.google.com/maps/place/Klinik+Pratama+Prameswari/data=!4m7!3m6!1s0x2dd7fbd0297a8881:0xcfa877858434e1af!8m2!3d-7.2761786!4d112.7535481!16s%2Fg%2F11cmqzy7ss!19sChIJgYh6KdD71y0Rr-E0hIV3qM8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek klinik medis,Lumayan Ramai,4.19,0.78,Perlu Motor
Universitas Airlangga - B,Apotek Bella,Apotek,Apotek,3.7,94,-7.2550487,112.7656191,https://www.google.com/maps/place/Apotek+Bella/data=!4m7!3m6!1s0x2dd7f99d24e56cd3:0xfdae00019e6d4801!8m2!3d-7.2550487!4d112.7656191!16s%2Fg%2F11b6b5gryv!19sChIJ02zlJJ351y0RAUhtngEArv0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,3.78,2,Perlu Motor
Universitas Airlangga - B,Apotek Bagiana,Apotek,Apotek,3.8,68,-7.2723084,112.7769926,https://www.google.com/maps/place/Apotek+Bagiana/data=!4m7!3m6!1s0x2dd7fa25a5e32569:0x5fae5a9f12b9ca2a!8m2!3d-7.2723084!4d112.7769926!16s%2Fg%2F11b6s_3v7h!19sChIJaSXjpSX61y0RKsq5Ep9arl8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,3.88,1.98,Perlu Motor
Universitas Airlangga - B,APOTEK SEGARAN,Apotek,Apotek,2.7,65,-7.2469904,112.7593383,https://www.google.com/maps/place/APOTEK+SEGARAN/data=!4m7!3m6!1s0x2dd7f974dc8dccb1:0x6dcc8a5da10f57e4!8m2!3d-7.2469904!4d112.7593383!16s%2Fg%2F1hm4w16ty!19sChIJscyN3HT51y0R5FcPoV2KzG0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,3.04,2.77,Perlu Motor
Universitas Airlangga - B,Airlangga Corner,Apotek,Pusat Bisnis,4.4,63,-7.270723,112.756647,https://www.google.com/maps/place/Airlangga+Corner/data=!4m7!3m6!1s0x2dd7fbd6a8e0ac57:0xec8f23cda579331c!8m2!3d-7.270723!4d112.756647!16s%2Fg%2F11b6gpcv6w!19sChIJV6zgqNb71y0RHDN5pc0jj-w?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek pusat bisnis,Lumayan Ramai,4.34,0.3,Jalan Kaki
Universitas Airlangga - B,Praktik Dokter Umum dr. Alifah Rahmi,Apotek,Dokter Umum,5,63,-7.2775698,112.7621283,https://www.google.com/maps/place/Praktik+Dokter+Umum+dr.+Alifah+Rahmi/data=!4m7!3m6!1s0x2dd7fb5539467575:0xa665d51bd14693a!8m2!3d-7.2775698!4d112.7621283!16s%2Fg%2F11y4h0lw5v!19sChIJdXVGOVX71y0ROmkUvVFdZgo?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek dokter umum,Lumayan Ramai,4.79,0.72,Perlu Motor
Universitas Airlangga - B,Apotek Kapas Krampung,Apotek,Apotek,3.7,63,-7.2492097,112.7609755,https://www.google.com/maps/place/Apotek+Kapas+Krampung/data=!4m7!3m6!1s0x2dd7f975bc3559ef:0xb09126eae4a7480!8m2!3d-7.2492097!4d112.7609755!16s%2Fg%2F1hc9x11rb!19sChIJ71k1vHX51y0RgHRKrm4SCQs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,3.81,2.53,Perlu Motor
Universitas Airlangga - B,Apotek Anya,Apotek,Apotek,4.4,58,-7.2897504,112.7716518,https://www.google.com/maps/place/Apotek+Anya/data=!4m7!3m6!1s0x2dd7fb938a2d0763:0xfbebc9034db8fcb7!8m2!3d-7.2897504!4d112.7716518!16s%2Fg%2F11j4fl7ykn!19sChIJYwctipP71y0Rt_y4TQPJ6_s?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.33,2.42,Perlu Motor
Universitas Airlangga - B,Apotek K-24 Dharmawangsa Surabaya,Apotek,Apotek,4.9,55,-7.2735772,112.7560603,https://www.google.com/maps/place/Apotek+K-24+Dharmawangsa+Surabaya/data=!4m7!3m6!1s0x2dd7fbf96ee98f35:0xc1ffe97474a86da8!8m2!3d-7.2735772!4d112.7560603!16s%2Fg%2F11xyyj26tx!19sChIJNY_pbvn71y0RqG2odHTp_8E?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.7,0.38,Jalan Kaki
Universitas Airlangga - B,Apotek Suryasari Sejahtera,Apotek,Apotek,4,53,-7.2893651,112.7595946,https://www.google.com/maps/place/Apotek+Suryasari+Sejahtera/data=!4m7!3m6!1s0x2dd7fbb459ec4af1:0x82513b53ea8af293!8m2!3d-7.2893651!4d112.7595946!16s%2Fg%2F1hm6lr49y!19sChIJ8UrsWbT71y0Rk_KK6lM7UYI?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Lumayan Ramai,4.04,1.95,Perlu Motor
Universitas Airlangga - B,Apotek Okta,Apotek,Apotek,4.4,49,-7.2873483,112.7542134,https://www.google.com/maps/place/Apotek+Okta/data=!4m7!3m6!1s0x2dd7fbb7ccf5acdf:0x54a008b123c7274a!8m2!3d-7.2873483!4d112.7542134!16s%2Fg%2F1hm3vvncv!19sChIJ36z1zLf71y0RSifHI7EIoFQ?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.33,1.8,Perlu Motor
Universitas Airlangga - B,Bing Rudyanto dr SpA,Apotek,Dokter Anak,4.7,47,-7.2695381,112.7561909,https://www.google.com/maps/place/Bing+Rudyanto+dr+SpA/data=!4m7!3m6!1s0x2dd7f97f1e2a1b2b:0x6be689dd30001fa0!8m2!3d-7.2695381!4d112.7561909!16s%2Fg%2F1hc56cb9n!19sChIJKxsqHn_51y0RoB8AMN2J5ms?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek dokter anak,Sepi,4.53,0.41,Jalan Kaki
Universitas Airlangga - B,Apotik Meliana,Apotek,Apotek,3.8,46,-7.27852,112.7588262,https://www.google.com/maps/place/Apotik+Meliana/data=!4m7!3m6!1s0x2dd7fbcc556c611f:0x5e8facbc43053992!8m2!3d-7.27852!4d112.7588262!16s%2Fg%2F1hm678ylh!19sChIJH2FsVcz71y0RkjkFQ7ysj14?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,3.9,0.74,Perlu Motor
Universitas Airlangga - B,Apotik Prayogo,Apotek,Apotek,4.5,40,-7.2714983,112.7561932,https://www.google.com/maps/place/Apotik+Prayogo/data=!4m7!3m6!1s0x2dd7fbd152090cd5:0x9be9ad2b10c6987!8m2!3d-7.2714983!4d112.7561932!16s%2Fg%2F11dfjb6wy1!19sChIJ1QwJUtH71y0Rh2kMsdKavgk?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.38,0.32,Jalan Kaki
Universitas Airlangga - B,Apotek Tanjung Surabaya,Apotek,Apotek,4.7,40,-7.2677255,112.7479312,https://www.google.com/maps/place/Apotek+Tanjung+Surabaya/data=!4m7!3m6!1s0x2dd7fbd88acf0595:0x801bbc352d5a93ff!8m2!3d-7.2677255!4d112.7479312!16s%2Fg%2F1tp4lj2h!19sChIJlQXPitj71y0R_5NaLTW8G4A?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.51,1.31,Perlu Motor
Universitas Airlangga - B,Apotek Boy dan Praktek Dokter Bersama,Apotek,Apotek,4.5,39,-7.2753261,112.7622489,https://www.google.com/maps/place/Apotek+Boy+dan+Praktek+Dokter+Bersama/data=!4m7!3m6!1s0x2dd7fbcd59cb97ff:0x47b0f082fe95f168!8m2!3d-7.2753261!4d112.7622489!16s%2Fg%2F1hc2502s7!19sChIJ_5fLWc371y0RaPGV_oLwsEc?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.38,0.52,Perlu Motor
Universitas Airlangga - B,Apotek Natanette,Apotek,Apotek,4.6,39,-7.2872379,112.7759052,https://www.google.com/maps/place/Apotek+Natanette/data=!4m7!3m6!1s0x2dd7fa47cf42c889:0x49f3801c6372d180!8m2!3d-7.2872379!4d112.7759052!16s%2Fg%2F11b6_zwc2n!19sChIJichCz0f61y0RgNFyYxyA80k?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.44,2.52,Perlu Motor
Universitas Airlangga - B,Apotek Salma Farma,Apotek,Apotek,3.4,38,-7.2726916,112.7661261,https://www.google.com/maps/place/Apotek+Salma+Farma/data=!4m7!3m6!1s0x2dd7fa2c574ab6b1:0xe1c30361430eb79d!8m2!3d-7.2726916!4d112.7661261!16s%2Fg%2F11b6d84cv6!19sChIJsbZKVyz61y0RnbcOQ2EDw-E?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,3.66,0.78,Perlu Motor
Universitas Airlangga - B,Klinik Dan Apotek Mitrasana Pucang,Apotek,Klinik Gigi,4.7,37,-7.2828305,112.7556373,https://www.google.com/maps/place/Klinik+Dan+Apotek+Mitrasana+Pucang/data=!4m7!3m6!1s0x2dd7fb7fc93549cf:0x236b5f7cbad1b869!8m2!3d-7.2828305!4d112.7556373!16s%2Fg%2F11x2wf4vfs!19sChIJz0k1yX_71y0RabjRunxfayM?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek klinik gigi,Sepi,4.5,1.28,Perlu Motor
Universitas Airlangga - B,Apotek Marturia,Apotek,Apotek,4,36,-7.2840999,112.7602378,https://www.google.com/maps/place/Apotek+Marturia/data=!4m7!3m6!1s0x2dd7fbcaf82def09:0x10f395bef3d5701c!8m2!3d-7.2840999!4d112.7602378!16s%2Fg%2F1hm1qsxv3!19sChIJCe8t-Mr71y0RHHDV876V8xA?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.05,1.37,Perlu Motor
Universitas Airlangga - B,Apotik Alin Farma,Apotek,Apotek,4.9,33,-7.273056,112.753855,https://www.google.com/maps/place/Apotik+Alin+Farma/data=!4m7!3m6!1s0x2dd7fbd0e20f432f:0x36e3fe9488941b64!8m2!3d-7.273056!4d112.753855!16s%2Fg%2F11g88bc5pv!19sChIJL0MP4tD71y0RZBuUiJT-4zY?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.61,0.59,Perlu Motor
Universitas Airlangga - B,Apotek Tiara Manyar,Apotek,Apotek,4.5,33,-7.2781974,112.7660279,https://www.google.com/maps/place/Apotek+Tiara+Manyar/data=!4m7!3m6!1s0x2dd7fbccc3d40d77:0xfb1560327689c973!8m2!3d-7.2781974!4d112.7660279!16s%2Fg%2F11p0zp45zn!19sChIJdw3Uw8z71y0Rc8mJdjJgFfs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.36,1.04,Perlu Motor
